21;Efrain_Stark;Jared;!4204;}741281;838795;53 E. Marvon St.;;Zara;Massage Therapist;(266 561/7456;bwcarty@yahoo.com;021-wink-1.png;;11/22/18;6/14/20;B;34 53;766347;2C3CCAKT5CH834724;BMW;5-Series, M5;2019;1633;235;2;front-wheel drive
22;Katelynn_Montgomery;Drake;!1209;}731500;520544;Jamaica Plain, MA 02130;;Morgan Stanley;Psychologist;(408 673/0059;facet@outlook.com;022-laughing-2.png;;12/11/18;8/22/27;B;22 52;107095;1FMJU1F5XAE067185;BMW;X7;2004;1557;236;3;front-wheel drive
23;Sammy_Freeman;Lane;!1085;}749551;902946;15 Indian Summer St.;;Mitsubishi;IT Manager;(906 825/5704;metzzo@att.net;023-laughing-1.png;;2/11/19;5/2/28;B;22 59;191387;5TFBY5F18AX095253;Cadillac;Cimarron;1994;1539;245;1;front-wheel drive
24;Jamal_Stokes;Rayleen;!7125;}277444;684826;Canton, GA 30114;;Audi;Anthropologist;(866 732/4338;slaff@aol.com;024-sweat-1.png;;2/12/19;2/26/28;B;55 67;914299;WAUVC68E55A439175;Cadillac;BLS;2005;1471;276;1;front-wheel drive
25;Lilliana_Bell;Quintin;!4858;}465200;299125;1 Rockville Ave.;;eBay;Executive Assistant;(744 876/9856;caidaperl@mac.com;025-happy-15.png;;6/28/18;6/14/25;B;37 55;538095;3D73M4CL0AG485600;Cadillac;ATS;2013;1500;277;3;front-wheel drive
26;Jaidyn_Ali;Kaitlin;!9255;}131955;623940;Piedmont, SC 29673;;Ralph Lauren Corporation;Artist;(872 230/3310;jigsaw@verizon.net;026-happy-14.png;;5/23/18;2/17/27;B, A;23 65;140143;3D73M3CL4BG992821;Cadillac;ELR;1998;1750;280;1;full drive
27;Solomon_Nixon;Jolee;!3965;}425455;243802;154 Galvin Ave.;;Wal-Mart;Mechanical Engineer;(572 467/2895;hoyer@optonline.net;027-laughing.png;;10/9/18;11/2/19;B;76 44;231262;2HNYD18214H913977;Cadillac;Catera;1992;1586;286;3;front-wheel drive
28;Isaias_Mcdowell;Kalan;!4368;}409875;697427;Savannah, GA 31404;;Panasonic Corporation;Firefighter;(451 768/6075;danneng@msn.com;028-happy-13.png;;6/6/18;6/20/20;B;71 80;465917;1G6DJ5E34C0750992;Cadillac;CTS;2005;1455;295;2;front-wheel drive
29;Neveah_Dean;Evony;!9283;}299023;503601;56 Annadale Dr.;;Nike, Inc.;Carpenter;(555 802/6671;burniske@outlook.com;029-happy-12.png;;2/13/19;3/19/21;B;88 54;797589;3VW217AU7FM147306;Cadillac;CTS;2004;1795;311;3;front-wheel drive
30;Koen_Waters;Abraham;!4065;}664366;732787;Lititz, PA 17543;;Nissan Motor Co., Ltd.;Actuary;(833 460/5788;jipsen@sbcglobal.net;030-crying-8.png;;6/25/18;11/5/22;B;92 43;289084;1FMJU1J56AE113733;Cadillac;CTS;1997;1445;340;1;front-wheel drive
31;Cale_Odom;Ann;!4877;}252066;650754;7285 Locust Drive;;MTV;Compliance Officer;(234 895/8976;agapow@hotmail.com;031-crying-7.png;;2/15/19;6/24/25;B;24 57;286769;JN1CV6AP0CM243398;Cadillac;Series 60;1999;1433;345;2;front-wheel drive
32;Layton_Ruiz;Aryn;!8656;}317830;924502;Jackson Heights, NY 11372;;Cartier SA;Computer Systems Administrator;(682 469/8567;mobileip@icloud.com;032-bored.png;;8/15/18;8/25/24;B;90 62;811272;1FTWW3B5XAE601405;Cadillac;Series 61;2000;1459;370;1;front-wheel drive
33;Monserrat_Patrick;Coralie;!1583;}513755;670778;935 West Ave.;;Nescaf_;HR Specialist;(682 555/7940;mglee@yahoo.com;033-cool-4.png;;1/5/19;6/11/21;B;81 60;668818;WBASN2C55AC523024;Cadillac;Series 61;2000;1504;371;1;front-wheel drive
34;Kamden_Hardin;Ray;!2179;}517256;939472;Columbus, GA 31904;;Allianz;Recreation & Fitness Worker;(575 985/7625;animats@yahoo.ca;034-angry-5.png;;9/25/18;10/7/27;B;49 54;493125;NM0KS9BNXBT830533;Cadillac;Series 61;1991;1401;373;3;front-wheel drive
35;Janiya_Neal;Irene;!5244;}495362;172365;720 Summerhouse Street;;Ferrari S.p.A.;Financial Advisor;(313 507/8540;drewf@me.com;035-sad-14.png;;9/19/18;4/8/28;B;28 58;111698;1C4RJEAG6FC571030;Cadillac;Series 61;2015;1677;377;2;front-wheel drive
36;Cornelius_Winters;James;!9584;}586486;424571;Maryville, TN 37803;;Kleenex;Auto Mechanic;(608 783/0267;slanglois@msn.com;036-angry-4.png;;11/14/18;9/10/26;B;62 68;279896;WBS3R9C51FF196091;Cadillac;Series 65;2001;1596;383;3;front-wheel drive
37;Kaden_Love;Neil;!1850;}453434;478037;139 N. Grand St.;;Tiffany & Co.;Web Developer;(688 656/7203;notaprguy@verizon.net;037-happy-11.png;;12/16/18;7/25/22;B;31 69;987280;1G4HD57238U904159;Cadillac;Series 62;1993;1583;385;2;front-wheel drive
38;Finley_Mills;Ace;!4286;}976952;843098;Irwin, PA 15642;;3M;Civil Engineer;(530 402/7915;yruan@sbcglobal.net;038-angry-3.png;;8/30/18;6/4/19;B, A;62 57;783363;1HGCP2E46AA778977;Cadillac;Series 62;2019;1417;387;3;front-wheel drive
39;Markus_Henry;Edward;!2767;}784535;900432;400 Amerige St.;;Shell Oil Company;Chemist;(262 635/2834;bmorrow@me.com;039-cyclops-1.png;;6/24/18;1/27/28;B, A;71 46;913695;WAUBGAFB1AN276966;Cadillac;Series 62;1992;1423;399;1;front-wheel drive
40;Romeo_Singleton;Preston;!7677;}990002;425361;Evans, GA 30809;;Adobe Systems;Recreational Therapist;(487 957/3536;adillon@verizon.net;040-surprised-7.png;;2/17/19;5/15/26;B, A;90 66;607418;WAUDF48H97A496239;Cadillac;Series 62;2002;1652;403;2;front-wheel drive
41;Ethen_Glenn;Kate;!6342;}37367;815003;225 Iroquois St.;;IKEA;Microbiologist;(918 285/4740;kimvette@me.com;041-thinking-2.png;;9/1/18;1/25/23;B, A;37 48;951841;5UXFG83558L839159;Cadillac;Series 62;2016;1777;406;1;front-wheel drive
42;Abbey_Gordon;Berlynn;!8909;}475995;60302;Vienna, VA 22180;;Nokia;Event Planner;(412 706/8937;emcleod@outlook.com;042-book.png;;10/13/18;9/26/22;B, A;95 70;754064;1FMJK1J51AE558998;Cadillac;6200;2000;1426;408;3;rear drive
43;Presley_Vasquez;Sheridan;!9144;}720543;529399;44 Ocean Ave.;;Sprite;Coach;(454 353/8089;stomv@aol.com;043-baby-boy.png;;10/25/18;9/16/23;B, A;81 74;301902;SCFBF03B27G582917;Cadillac;6200;2012;1629;415;2;front-wheel drive
44;Alexis_Levine;Juan;!6021;}143882;191499;Long Beach, NY 11561;;Xerox;Radiologic Technologist;(623 716/7237;msusa@comcast.net;044-dead-1.png;;9/24/18;5/23/23;B, A;98 73;370750;WAUCFAFH0AN942677;Cadillac;Series 60 (Sixty Special);2002;1438;416;1;front-wheel drive
45;Steve_Miles;Lydon;!4607;}499410;292234;192 West Foster St.;;Samsung Group;Market Research Analyst;(594 615/8545;dougj@yahoo.com;045-star.png;;10/7/18;1/8/21;B, A;92 63;836793;JN8CS1MU3EM315101;Cadillac;Series 60 (Sixty Special);1999;1724;417;1;front-wheel drive
46;Kayley_Cuevas;Tyson;!4676;}263545;194258;Long Branch, NJ 07740;;Google;Housekeeper;(647 885/2301;jlbaumga@gmail.com;046-dubious.png;;1/30/19;1/8/24;B, A;85 67;433962;1D7RE3BK7AS869215;Cadillac;Fleetwood Brougham;1992;1434;425;2;front-wheel drive
47;Annabelle_Hebert;Annora;!6571;}27113;415905;43 SE. Cross Court;;Louis Vuitton;Computer Programmer;(822 693/3953;temmink@mac.com;047-phone-call.png;;2/11/19;7/20/19;B, A;68 53;739807;5N1AA0NC5EN749211;Cadillac;Brougham;1995;1459;427;1;front-wheel drive
48;Carolina_Casey;Timothy;!2307;}511412;598986;Centereach, NY 11720;;Apple Inc.;Secretary;(887 236/8493;nighthawk@msn.com;048-moon.png;;1/26/19;8/13/21;B, A;84 59;127815;3D7TT2CT1BG470774;Cadillac;Fleetwood;2015;1460;428;1;front-wheel drive
49;Beckham_Roach;Elias;!4756;}956293;906312;946 Yukon Lane;;Verizon Communications;Bus Driver;(531 597/0196;qmacro@outlook.com;049-robot.png;;6/17/18;4/19/20;B, A;65 58;972443;WBA3V5C5XFP343527;Cadillac;Fleetwood;1997;1583;445;3;front-wheel drive
50;Seamus_Pugh;Jackson;!4693;}133588;989757;Winter Springs, FL 32708;;Credit Suisse;Systems Analyst;(506 774/1574;stewwy@att.net;050-flower.png;;3/21/19;3/11/28;B, A;11 79;215392;1G6DE5E5XC0016413;Cadillac;Series 75;1997;1601;446;1;front-wheel drive
51;Imani_Calderon;Sullivan;!7598;}90859;46335;330 Poplar Lane;;Wells Fargo;Chef;(639 813/8035;blixem@msn.com;051-happy-10.png;;11/29/18;3/22/24;B;47 50;682392;1FTSF3A50AE770400;Cadillac;Series 75;2006;1505;447;3;front-wheel drive
52;Marisol_Roach;Dezi;!2416;}240325;245515;Titusville, FL 32780;;Yahoo!;Registered Nurse;(883 455/5204;mccurley@optonline.net;052-happy-9.png;;3/14/19;10/2/24;B;57 80;704668;1FTEX1CM5BK565807;Cadillac;Series 75;2009;1518;448;2;front-wheel drive
53;Kane_Jacobson;Emerson;!3896;}957754;368276;626 Leatherwood St.;;Porsche;Surveyor;(833 914/4764;jacks@mac.com;053-tired-1.png;;9/26/18;10/9/21;B;83 51;612336;1G6AH5S31F0348385;Cadillac;Series 75;1998;1781;449;3;front-wheel drive
54;Anya_Higgins;Erin;!6573;}581276;372963;Lynn, MA 01902;;Mo_t et Chandon;Urban Planner;(810 945/3933;nwiger@att.net;054-ugly-3.png;;2/25/19;4/15/20;B;88 48;700693;1N4AB7APXDN538514;Cadillac;Series 75;1999;1404;456;3;front-wheel drive
55;Branson_Richard;Linnea;!2225;}886655;446339;9971 N. Rockville Avenue;;Hyundai;Middle School Teacher;(995 610/9002;muadip@me.com;055-tongue-3.png;;10/17/18;7/4/22;B;45 56;360521;3C6LD4AT3CG450587;Cadillac;Series 75;2012;1744;458;1;front-wheel drive
56;Kyle_Mathis;Raine;!8966;}340666;490162;Duluth, GA 30096;;Honda Motor Company, Ltd;Speech-Language Pathologist;(394 581/3937;gavinls@yahoo.com;056-vampire.png;;10/13/18;11/13/25;D, C;35 50;716066;3GYFNCEY2BS887540;Cadillac;Series 75;1994;1468;460;3;front-wheel drive
57;Jamiya_Cross;Trevor;!1754;}958143;246531;9542 Sutor Drive;;Beko;Personal Care Aide;(732 375/2363;nicktrig@me.com;057-music-1.png;;1/4/19;8/18/25;B;44 43;378433;1GYS4FEJ9CR310756;Cadillac;Series 75;2019;1535;464;2;front-wheel drive
58;Selah_Keller;Merle;!4434;}406702;268770;Phoenixville, PA 19460;;Deere & Company;Database administrator;(587 444/2070;lbecchi@me.com;058-popcorn.png;;12/31/18;4/19/25;B;70 44;504351;WAUBFCFL8CN296660;Cadillac;Series 75;1996;1573;480;2;front-wheel drive
59;Larry_Watson;Blayne;!4859;}211563;898596;299 E. George St.;;Volkswagen Group;Art Director;(845 438/1802;willg@att.net;059-nurse.png;;3/16/19;8/16/25;B;44 65;130693;2T1BURHE5EC940812;Cadillac;Series 75;2018;1679;481;3;front-wheel drive
60;Braeden .Shea;Abe;!5348;}104186;316595;Westport, CT 06880;;Pampers;Landscaper & Groundskeeper;(320 478/3865;rnelson@yahoo.com;060-sad-13.png;;12/24/18;7/11/21;D, C;87 44;923347;WAULT58EX5A470410;Cadillac;Fleetwood Limousine;2016;1604;487;1;front-wheel drive
61;Allisson .Woodard;Joan;!9216;}132859;635754;7671 Tunnel Street;;BlackBerry;Court Reporter;(486 828/8733;roesch@aol.com;061-graduated-1.png;;8/12/18;7/30/20;D, C;83 78;995967;JN8AF5MR7ET518545;Cadillac;Fleetwood 75;2013;1614;498;3;front-wheel drive
62;Amy .Garner;Tanner;!6127;}199319;509105;Fair Lawn, NJ 07410;;Jack Daniel's;Bookkeeping clerk;(497 215/8724;pthomsen@verizon.net;062-happy-8.png;;1/7/19;4/27/26;D, C;99 73;996427;WAUAC48H96K683520;Cadillac;Eldorado;2011;1649;509;1;rear drive
63;Saniyah .Choi;Debree;!1102;}719495;815229;41 Harvard Drive;;Facebook, Inc.;Landscape Architect;(399 887/3591;itstatus@yahoo.ca;063-hungry.png;;1/6/19;6/15/22;D, C;71 53;413313;WAUHGAFC8FN632100;Cadillac;Eldorado;2017;1711;601;3;front-wheel drive
64;Reagan .Simmons;Sharon;!2020;}814747;470174;Windsor, CT 06095;;United Parcel Service;College Professor;(205 278/4756;marcs@verizon.net;064-police.png;;5/18/19;10/19/26;D, C;43 43;983635;WAUWFBFL6AA160138;Cadillac;Eldorado;2017;1406;602;2;front-wheel drive
65;Coby .Robertson;Juliet;!4083;}683928;133197;7219 Prospect Drive;;Adidas;Respiratory Therapist;(260 814/7458;tellis@yahoo.ca;065-crying-6.png;;3/1/19;4/19/20;D, C;25 61;922773;WAUEH48H68K095273;Cadillac;Eldorado;2004;1736;626;2;front-wheel drive
66;Dakota .Haney;Marguerite;!1270;}718764;946776;Rolla, MO 65401;;Siemens AG;Mason;(302 844/3480;scotfl@att.net;066-happy-7.png;;10/29/18;2/26/22;D, C;58 78;165905;WAUEH74F76N744161;Cadillac;Eldorado;1995;1490;628;2;front-wheel drive
67;Malia .Rivas;Louis;!3871;}532007;875661;697 Cypress Lane;;Citigroup;Veterinarian;(449 380/7477;jramio@optonline.net;067-sun.png;;4/22/19;12/14/22;D, C;72 42;458530;1J4RG4GK7AC818854;Cadillac;Eldorado;2000;1636;640;1;front-wheel drive
68;Lily .Green;Lynn;!9827;}633690;976908;Arlington Heights, IL 60004;;Amazon.com;Architect;(280 214/8022;mastinfo@gmail.com;068-father-2.png;;6/2/18;10/26/26;D, C;54 58;150506;KNADH4A36B6877082;Cadillac;Eldorado;2006;1753;670;1;front-wheel drive
69;Reilly .Nielsen;Marcella;!9350;}821275;836368;7762 North County St.;;AT&T;Accountant;(967 763/6475;ateniese@outlook.com;069-happy-6.png;;1/31/19;10/22/25;D, C;69 76;403371;3GYFNGEY9BS444647;Cadillac;Eldorado;2010;1419;671;2;front-wheel drive
70;Ryleigh .Brooks;Leonie;!2681;}769203;532086;Holly Springs, NC 27540;;Starbucks;School Counselor;(625 810/5235;ismail@hotmail.com;070-late.png;;3/26/19;5/16/27;D, C;45 65;502480;WP0AB2A87FK108949;Cadillac;Eldorado;2006;1791;690;1;full drive
71;Brendan .Ewing;Adele;!4152;}160995;626951;7773 Ridge Dr.;;Prada;Computer Support Specialist;+7.975) 483@5566;oechslin@optonline.net;071-heart.png;;10/1/18;4/3/25;D, C;56 47;346550;3VWML7AJXEM569531;Kia;Cee'd;1993;1472;793;1;front-wheel drive
72;Cheyenne .Kirk;Julian;!4306;}595389;40675;New Haven, CT 06511;;Gap Inc.;Historian;+7.718) 850@2518;jugalator@att.net;072-sick-3.png;;7/14/18;2/10/27;D, C;59 40;123897;WBSBR93493P275260;Kia;Cee'd;2010;1551;795;3;front-wheel drive
73;Jacoby .Rojas;Rose;!9367;}402446;7428;551 Spruce St.;;Kia Motors;Computer Hardware Engineer;+7.550) 645@2520;subir@verizon.net;073-sad-12.png;;11/3/18;9/19/23;D, C;75 67;880032;1G6DP567750890960;Kia;Cee'd;2009;1449;798;2;front-wheel drive
74;Keshawn .Cummings;Paul;!4536;}115339;249425;Mount Holly, NJ 08060;;Cisco Systems, Inc.;Designer;+7.551) 270@4620;bryam@verizon.net;074-in-love-10.png;;8/20/18;11/7/21;D, C;53 69;329732;1FTEW1CM3DF334371;Kia;Sephia;2005;1540;963;3;front-wheel drive
75;Mohammed .Crawford;Amelia;!8478;}213639;327248;116 Woodside St.;;Home Depot;Hairdresser;+7.489) 444@3438;jpflip@optonline.net;075-shocked-2.png;;1/30/19;1/19/24;D, C;42 65;754604;WAUDH78E47A363910;Kia;Sephia;1999;1736;101;2;full drive
76;Nancy .Bryan;Devon;!1871;}347268;990658;Bridgewater, NJ 08807;;Vodafone;Lawyer;+7.401) 862@1637;mgemmons@comcast.net;076-happy-5.png;;10/13/18;9/25/25;B;45 71;347925;1C4RJEAG6CC011603;Kia;Cerato / Spectra;2009;1692;107;1;front-wheel drive
77;Maxwell .Lynn;Ellory;!1567;}431190;707963;9817 Manor St.;;Hewlett-Packard;Real Estate Agent;+7.507) 625@4900;csilvers@icloud.com;077-shocked-1.png;;2/11/19;11/6/22;B;18 49;397861;1G6AB5SA9D0113584;Kia;Forte;1991;1665;110;3;front-wheel drive
78;Zack .Khan;Gabriel;!9952;}372202;670847;West Des Moines, IA 50265;;Herm_s;Customer Service Representative;+7.458) 566@0054;karasik@msn.com;078-cool-3.png;;8/14/18;1/30/21;B;97 55;409226;1N6BF0KM6FN922689;Kia;Forte / K3;1993;1725;116;1;full drive
79;Selina .Walls;Ashten;!8168;}514525;434380;9 Prince Street;;Oracle Corporation;Fitness Trainer;+7.979) 346@6593;wetter@yahoo.ca;079-crying-5.png;;7/10/18;2/22/21;B;17 61;996073;WA1YL64B34N831763;Kia;Forte / K3;1995;1710;118;1;front-wheel drive
80;Jerry .Garner;Everett;!8239;}393741;255295;Brookline, MA 02446;;Canon;Social Worker;+7.320) 547@9952;thassine@me.com;080-zombie.png;;10/17/18;7/20/23;B;88 60;686627;WBAUP9C58AV223509;Kia;Shuma;2011;1562;120;3;front-wheel drive
81;Kaila .Carroll;Grey;!2909;}822374;535063;549 Marvon St.;;KFC;Economist;+7.429) 809@1931;sassen@msn.com;081-pain.png;;10/31/18;1/19/28;B;33 68;892304;WAUHF98P96A724812;Kia;Concord;1991;1512;127;3;front-wheel drive
82;Sean .Conway;Garrison;!5367;}598823;325417;Dundalk, MD 21222;;General Electric;Writer;+7.464) 285@9954;jandrese@yahoo.ca;082-cyclops.png;;5/7/19;11/4/24;B;96 45;996326;1FTEX1CM1BF296018;Kia;Clarus;1992;1638;128;2;front-wheel drive
83;Makaila .Cantu;Fernando;!5298;}472573;825989;1 Theatre Drive;;BMW;Logistician;+7.748) 461@4491;tmccarth@live.com;083-sweat.png;;2/28/19;3/2/24;B;53 72;524117;3LNDL2L33CR462059;Kia;Magentis / Optima;2000;1609;129;2;front-wheel drive
84;Jacquelyn .Mccall;Sherleen;!3605;}373737;964951;Lumberton, NC 28358;;The Walt Disney Company;Environmental scientist;+7.578) 935@1637;gtewari@icloud.com;084-thief.png;;1/16/19;1/23/21;B;30 76;820189;19UUA66218A797800;Kia;Magentis / Optima;2003;1603;133;1;rear drive
85;Milton .Swanson;Chase;!8146;}691253;765391;673 Hamilton Road;;American Express;Patrol Officer;+7.927) 652@4631;hampton@yahoo.com;085-sad-11.png;;4/5/19;9/10/20;B;31 53;732792;ZFBCFACH5FZ996096;Kia;Magentis / Optima / K5;1995;1669;145;2;full drive
86;Rodolfo .Lynn;Zion;!7932;}623470;852333;Farmingdale, NY 11735;;Burberry;Plumber;+7.595) 615@6057;jesse@me.com;086-kiss-4.png;;5/31/18;7/30/24;B;27 54;500373;4T1BF1FK2EU831999;Kia;Magentis / Optima / K5;2015;1468;170;1;front-wheel drive
87;Paula .Walls;Breean;!7817;}774559;929343;9662 Bay Ave.;;Pizza Hut;Dancer;+7.751) 240@3137;jugalator@me.com;087-father-1.png;;9/18/18;4/24/22;B;97 52;660653;2G4WS55J341869989;Kia;Stinger;2006;1546;180;1;front-wheel drive
88;Adison .Olson;Henry;!4402;}114286;550100;Hamburg, NY 14075;;H&M;Pharmacist;+7.626) 974@2035;bhima@sbcglobal.net;088-father.png;;10/31/18;1/21/20;B;16 45;771049;1G6DN57U260742856;Kia;Potentia;1995;1608;201;2;front-wheel drive
89;Jacob .Haynes;Marcellus;!2794;}857949;735633;8604 Fairfield Ave.;;Heineken Brewery;Truck Driver;+7.201) 979@1451;gommix@comcast.net;089-angel-1.png;;8/4/18;1/17/27;B;64 45;186021;YV1382MW1A2097161;Kia;Potentia;1997;1757;202;1;front-wheel drive
90;Corinne .Roberts;Suzan;!7429;}823005;329850;Wisconsin Rapids, WI 54494;;PepsiCo;Medical Secretary;+7.493) 219@3942;symbolic@verizon.net;090-happy-4.png;;11/7/18;4/17/21;B;50 45;725156;WA1LMAFE9DD722859;Kia;Enterprise;2004;1505;203;3;full drive
91;Aimee .Ewing;Lane;!6306;}285690;230064;56 Vale St.;;Bank of America;Diagnostic Medical Sonographer;+7.407) 485@5030;bruck@outlook.com;091-sad-10.png;;4/14/19;7/18/22;B;29 65;213322;1FAHP3E28CL132877;Kia;Opirus / Amanti;2003;1651;204;2;front-wheel drive
92;Alejandro .Cordova;Hollyn;!9370;}315564;249749;Mount Juliet, TN 37122;;Nintendo;High School Teacher;+7.919) 478@2497;jeteve@optonline.net;092-outrage-1.png;;2/23/19;1/27/20;B;31 41;340685;WBAUP7C52BV069773;Kia;Cadenza / K7;1995;1675;210;3;front-wheel drive
93;Byron .Haynes;Bram;!1685;}42988;97229;9523 Linda Lane;;Johnson & Johnson;Marriage & Family Therapist;+7.482) 802@9580;jsnover@comcast.net;093-ugly-2.png;;2/6/19;10/17/19;B;60 71;733903;1ZVBP8JZ2D5191071;Kia;Cadenza / K7;1996;1459;215;3;front-wheel drive
94;Genevieve .Keith;David;!5467;}865823;316039;Tullahoma, TN 37388;;HSBC;Editor;+7.455) 944@6449;hakim@comcast.net;094-ugly-1.png;;5/27/18;9/29/23;B;54 49;298803;3C63D2GL5CG863137;Kia;Quoris / K9 / K900;2011;1576;217;3;front-wheel drive
95;Dane .Obrien;Shane;!9596;}712362;813449;3 Ashley Ave.;;Kellogg Company;Substance Abuse Counselor;+7.710) 388@2563;dexter@sbcglobal.net;095-scared.png;;8/5/18;11/16/22;B;71 58;321618;1G6KF57952U735337;Kia;Quoris / K9 / K900;1994;1421;223;1;full drive
